id,Paper,Name,Alloy,Nb of phase,Phase,Experimental or theoretical,Experimental details,Theoretical details,Special conditions,Type of solution
2184,10.1016-j.scriptamat.2020.113654.txt,10.1016-j.scriptamat.2020.113654.txt,CoCrFeMnNi,1,FCC,experimental,"Not explicitly stated, Temperature: Not provided, Time: Not provided",N/A,None,Single Solid Solution
2185,10.1016-j.corsci.2021.109381.txt,10.1016-j.corsci.2021.109381.txt,AlCoCrFeNi,3,BCC + BCC B2 (Intermetallic) + Al-rich phase,experimental,"vacuum arc melting, Temperature: 1200, Time: 50 hours, Cooling rate: water quenching",N/A,Partially ordered B2 phase,Mixed Solution
2185,10.1016-j.corsci.2021.109381.txt,10.1016-j.corsci.2021.109381.txt,Al2CoCrFeNi,3,BCC + BCC B2 (Intermetallic) + Al-rich phase,experimental,"vacuum arc melting, Temperature: 1200, Time: 50 hours, Cooling rate: water quenching",N/A,Ordered B2 phase,Mixed Solution
2185,10.1016-j.corsci.2021.109381.txt,10.1016-j.corsci.2021.109381.txt,Al2CoCr1.5FeNi,3,BCC + BCC B2 (Intermetallic) + Al-rich phase,experimental,"vacuum arc melting, Temperature: 1200, Time: 50 hours, Cooling rate: water quenching",N/A,Ordered B2 phase,Mixed Solution
2185,10.1016-j.corsci.2021.109381.txt,10.1016-j.corsci.2021.109381.txt,AlCoCrNi,4,BCC + BCC B2 (Intermetallic) + complex intermetallic (Intermetallic) + Al-rich phase,experimental,"vacuum arc melting, Temperature: 1200, Time: 50 hours, Cooling rate: water quenching",N/A,Partially ordered B2 phase and intermetallic σ phase,Mixed Solution
2185,10.1016-j.corsci.2021.109381.txt,10.1016-j.corsci.2021.109381.txt,AlCoCr0.5Ni,3,BCC + BCC B2 (Intermetallic) + FCC,experimental,"vacuum arc melting, Temperature: 1200, Time: 50 hours, Cooling rate: water quenching",N/A,Ordered B2 phase,Mixed Solution
2186,10.1016-j.jallcom.2020.156321.txt,10.1016-j.jallcom.2020.156321.txt,CoCrFeNi,1,FCC,experimental,"experimental synthesis, Details: Not explicitly mentioned in the text",N/A,None,Single Solid Solution
2186,10.1016-j.jallcom.2020.156321.txt,10.1016-j.jallcom.2020.156321.txt,AlCoCrFeNi,1,FCC,experimental,"experimental synthesis, Details: Not explicitly mentioned in the text",N/A,None,Single Solid Solution
2187,10.1016-j.jmst.2022.06.048.txt,10.1016-j.jmst.2022.06.048.txt,CoCrNiTiAl,3,"FCC + cubic (L12) (Intermetallic) + Ni3(Ti, Al)",Experimental,"vacuum magnetic levitation melting, Temperature: 1100, Time: 2.5 hours, Atmosphere: protective argon",N/A,None,Mixed Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,AlCoCrNiTi,2,FCC + FCC L12 (Intermetallic),experimental,"vacuum arc melting, homogenization, quenching, cold rolling, Arc melting temperature: not specified, Homogenization temperature: 1050, Quenching cooling rate: several hundred degrees Celsius per second, Cold rolling reduction ratio: not specified",N/A,Partially ordered structure due to high cooling rate and limited cooling time during water quenching,Mixed Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,CrCoNi,1,FCC,experimental,"arc melting, homogenization, Arc melting temperature: not specified, Homogenization temperature: around 1100-1200°C",N/A,None,Single Solid Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,CrMnFeCoNi,1,FCC,experimental,"arc melting, homogenization, Arc melting temperature: not specified, Homogenization temperature: around 1100-1200°C",N/A,None,Single Solid Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,FeMn,2,FCC + HCP,experimental,"arc melting, homogenization, Arc melting temperature: not specified, Homogenization temperature: around 1100-1200°C",N/A,None,Mixed Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,CrCoNi,1,FCC,experimental,"arc melting, homogenization, Arc melting temperature: not specified, Homogenization temperature: around 1100-1200°C",N/A,None,Single Solid Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,AlCoCrNiTi,2,FCC + FCC L12 (Intermetallic),experimental,"vacuum arc melting, homogenization, quenching, cold rolling, Arc melting temperature: not specified, Homogenization temperature: 1050, Quenching cooling rate: several hundred degrees Celsius per second, Cold rolling reduction ratio: not specified",N/A,Partially ordered structure due to high cooling rate and limited cooling time during water quenching,Mixed Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,CoCrFeNi,1,FCC,experimental,"arc melting, homogenization, Arc melting temperature: not specified, Homogenization temperature: around 1100-1200°C",N/A,None,Single Solid Solution
2188,10.1016-j.actamat.2021.116829.txt,10.1016-j.actamat.2021.116829.txt,CrCoNi,1,FCC,experimental,"arc melting, homogenization, Arc melting temperature: not specified, Homogenization temperature: around 1100-1200°C",N/A,None,Single Solid Solution
2190,10.1016-j.jmst.2020.05.033.txt,10.1016-j.jmst.2020.05.033.txt,"(Ca,Sr,Ba)ZrO3",1,tetragonal perovskite,experimental,"pressureless sintering, Temperature: 1550, Time: 3 hours",N/A,None,Intermetallic
2191,10.1016-j.msea.2022.142674.txt,10.1016-j.msea.2022.142674.txt,Al0.3CoCrFeNi,4,"BCC + FCC + HCP C14 Laves + (Ni, Al)ss",experimental,"cold-rolling and recrystallization, Cold-rolling reduction: ∼50%, Recrystallization temperature: 1373, Recrystallization time: 1 hour",N/A,None,Mixed Solution
2192,10.1016-j.matchar.2023.113443.txt,10.1016-j.matchar.2023.113443.txt,Cr0.8FeMnNi,1,FCC,experimental,"arc melting, Atmosphere: argon, Purity: >99.9 wt%, Flipping frequency: at least 7 times",N/A,None,Single Solid Solution
2193,10.1016-j.surfcoat.2023.129732.txt,10.1016-j.surfcoat.2023.129732.txt,FeNiCrCoMoW,2,FCC + HCP,experimental,"Plasma Surface Alloying Technology (PSAT), Holding temperatures: [1150, 1200, 1250, 1300], Target materials: Ni-Cr-Co-Mo-W with specific proportions (W: Mo: Co: Cr: Ni = 5:5:45:65:65), Workpiece: Pure iron (100–20 mm × 20 mm × 2 mm)",N/A,No partially ordered structures observed; initial state before oxidation,Mixed Solution
2194,10.1016-j.jallcom.2019.152626.txt,10.1016-j.jallcom.2019.152626.txt,AlCoCrFeMnNi,1,FCC,experimental,"vacuum arc melting, Temperature: 1400-1600°C, Pressure: vacuum, Time: sufficient for complete melting and homogenization",N/A,None,Single Solid Solution
2194,10.1016-j.jallcom.2019.152626.txt,10.1016-j.jallcom.2019.152626.txt,AlCoCrFeMnNi,2,BCC + FCC,experimental,"vacuum arc melting, Temperature: 1400-1600°C, Pressure: vacuum, Time: sufficient for complete melting and homogenization",N/A,None,Mixed Solution
2194,10.1016-j.jallcom.2019.152626.txt,10.1016-j.jallcom.2019.152626.txt,AlCoCrFeMnNi,2,BCC + FCC,experimental,"vacuum arc melting, Temperature: 1400-1600°C, Pressure: vacuum, Time: sufficient for complete melting and homogenization",N/A,None,Mixed Solution
2194,10.1016-j.jallcom.2019.152626.txt,10.1016-j.jallcom.2019.152626.txt,AlCoCrFeMnNi,2,BCC + Cr-rich phases,experimental,"vacuum arc melting, Temperature: 1400-1600°C, Pressure: vacuum, Time: sufficient for complete melting and homogenization",N/A,Fracture occurred during ultrasonic impact treatment,Single Solid Solution
2194,10.1016-j.jallcom.2019.152626.txt,10.1016-j.jallcom.2019.152626.txt,CoCrFeMnNi,1,FCC,experimental,"vacuum arc melting, Temperature: 1400-1600°C, Pressure: vacuum, Time: sufficient for complete melting and homogenization",N/A,None,Single Solid Solution
2195,10.1016-j.jallcom.2020.155580.txt,10.1016-j.jallcom.2020.155580.txt,AlSiTaTiZr,6,BCC + Cubic + HCP + No specific structure + Orthorhombic + Tetragonal,Experimental,"radio-frequency magnetron sputtering (RFMS), Substrate: p-type doped Si <100> substrates, Target: 5-element mosaic assembly (Al, Si, Ta, Ti, Zr), Pressure: ~0.9 Pa, Power: 150 W to the RF generator, Temperature: Room temperature (RT), Growth rate: ~28 nm/min, Thickness: ~2.2 μm",N/A,Formation of intermetallic compounds post-thermal annealing,Mixed Solution
2196,10.1016-j.jallcom.2021.161816.txt,10.1016-j.jallcom.2021.161816.txt,CoCrFeMnNi,1,FCC,experimental,"arc melting, Temperature: under high-purity argon atmosphere, Time: multiple melting steps",N/A,"No intermediate annealing, water quenching after homogenization, rotary swaging for cold deformation",Single Solid Solution
2197,10.1016-j.jallcom.2022.165471.txt,10.1016-j.jallcom.2022.165471.txt,VNbTiSi,4,BCC + D8l structure + silicide structure + NbVTiSi,experimental,"arc melting, Elements: ['V (99.95 wt%)', 'Nb (99.95 wt%)', 'Ti (99.95 wt%)', 'Si (99.999 wt%)'], Atmosphere: Ar atmosphere, Melting: at least 5 times, Dimensions: 12 × 12 × 70 mm3",N/A,No partial ordering or oxidation considered,Mixed Solution
2199,10.1016-j.electacta.2023.141844.txt,10.1016-j.electacta.2023.141844.txt,AlCoCrFeNi,4,BCC A2 + BCC B2 + FCC + AlCoCrFeNi,Experimental,"arc melting, Temperature: 1125, Time: 5 hours, Atmosphere: argon",N/A,Partially ordered BCC-B2 phase,Mixed Solution
2199,10.1016-j.electacta.2023.141844.txt,10.1016-j.electacta.2023.141844.txt,AlCoCrFeNi,4,BCC A2 + BCC B2 + FCC + AlCoCrFeNi,Experimental,"arc melting, Temperature: 1125, Time: 5 hours, Atmosphere: argon",N/A,Partially ordered BCC-B2 phase,Mixed Solution
2199,10.1016-j.electacta.2023.141844.txt,10.1016-j.electacta.2023.141844.txt,AlCoCrFeNi,3,BCC B2 + FCC + AlCoCrFeNi,Experimental,"arc melting, Temperature: 1125, Time: 5 hours, Atmosphere: argon",N/A,Partially ordered BCC-B2 phase,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,AlCoCrFeNi,2,B2 (Intermetallic) + BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: repeated five times",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,AlCrCuFeNi,1,BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Single Solid Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,AlxCoCrFeNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,Al0.1CrFeCoNi,1,BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Single Solid Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,Al0.3CoCrFeNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,Al0.7CoCrFeMnNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,Al28Co20Cr11Fe15Ni26,2,B2 (Intermetallic) + BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,AlCoCr1.5Fe1.5NiTi0.5,2,B2 (Intermetallic) + BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,AlCoCrFeNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Mixed Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,TiHfZrTaNb,1,BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Single Solid Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,Nb30Mo30Hf20Co20,1,BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Single Solid Solution
2200,10.1016-j.intermet.2022.107601.txt,10.1016-j.intermet.2022.107601.txt,Al10Nb15Ta5Ti30Zr40,1,BCC,Experimental,"arc melting, Temperature: not specified, Pressure: high-purity argon atmosphere, Time: not specified",N/A,No significant changes mentioned,Single Solid Solution
2201,10.1016-j.jallcom.2023.170739.txt,10.1016-j.jallcom.2023.170739.txt,AlTiZrTa0.7NbMo,1,BCC,experimental,"vacuum-arc melting, Temperature: 1000, Time: 12 hours, Cooling rate: 10°C/min",N/A,None,Mixed Solution
2201,10.1016-j.jallcom.2023.170739.txt,10.1016-j.jallcom.2023.170739.txt,Al0.1TiZrTa0.7NbMo,1,BCC,experimental,"vacuum-arc melting, Temperature: 1000, Time: 12 hours, Cooling rate: 10°C/min",N/A,None,Mixed Solution
2201,10.1016-j.jallcom.2023.170739.txt,10.1016-j.jallcom.2023.170739.txt,Al0.2TiZrTa0.7NbMo,1,BCC,experimental,"vacuum-arc melting, Temperature: 1000, Time: 12 hours, Cooling rate: 10°C/min",N/A,None,Mixed Solution
2201,10.1016-j.jallcom.2023.170739.txt,10.1016-j.jallcom.2023.170739.txt,Al0.3TiZrTa0.7NbMo,1,BCC,experimental,"vacuum-arc melting, Temperature: 1000, Time: 12 hours, Cooling rate: 10°C/min",N/A,None,Mixed Solution
2201,10.1016-j.jallcom.2023.170739.txt,10.1016-j.jallcom.2023.170739.txt,Al0.4TiZrTa0.7NbMo,3,BCC + L12 (Intermetallic) + AlZr3,experimental,"vacuum-arc melting, Temperature: 1000, Time: 12 hours, Cooling rate: 10°C/min",N/A,Partially ordered structure,Mixed Solution
2201,10.1016-j.jallcom.2023.170739.txt,10.1016-j.jallcom.2023.170739.txt,Al0.5TiZrTa0.7NbMo,3,BCC + L12 (Intermetallic) + AlZr3,experimental,"vacuum-arc melting, Temperature: 1000, Time: 12 hours, Cooling rate: 10°C/min",N/A,Partially ordered structure,Mixed Solution
2202,10.1016-j.jallcom.2018.12.329.txt,10.1016-j.jallcom.2018.12.329.txt,CoCrFeMnNi,1,FCC,experimental,"centrifugal casting under vacuum, Temperature: melted from pure metals (purity > 99.8 wt%), Time: not specified, Cooling rate: rapid cooling in the mould",N/A,No special conditions mentioned,Single Solid Solution
2202,10.1016-j.jallcom.2018.12.329.txt,10.1016-j.jallcom.2018.12.329.txt,CoCrFeMnNiNbC,2,FCC + NbC,experimental,"centrifugal casting under vacuum, Temperature: melted from pure metals (purity > 99.8 wt%), Time: not specified, Cooling rate: rapid cooling in the mould",N/A,Nb-rich precipitates present,Mixed Solution
2203,10.1016-j.matdes.2012.08.048.txt,10.1016-j.matdes.2012.08.048.txt,Co0.5FeNiCrTi0.5,3,BCC + FCC + tetragonal (Intermetallic),experimental,"mechanical alloying and spark plasma sintering (MA–SPS), Ma duration: 45 hours (dry milling) + 4 hours (wet milling in ethanol), Sps temperature: 1273, Sps duration: 8, Sps pressure: 30",N/A,Partially ordered sigma phase present after SPS,Mixed Solution
2203,10.1016-j.matdes.2012.08.048.txt,10.1016-j.matdes.2012.08.048.txt,CoFeNiCrTiAlx,3,BCC + FCC + tetragonal (Intermetallic),experimental,"arc melting, Details: Details not specified in the provided text",N/A,None,Mixed Solution
2204,10.1016-j.vacuum.2020.109221.txt,10.1016-j.vacuum.2020.109221.txt,AlCoCrFeNi,1,BCC,experimental,"arc melting, Temperature: not specified, Time: repeated at least five times",N/A,No specific thermo-mechanical post-processing mentioned,Single Solid Solution
2205,10.1016-j.jallcom.2023.170905.txt,10.1016-j.jallcom.2023.170905.txt,CrFeNiNb,2,C15 (cubic) Laves + FCC,Experimental,"vacuum arc melting, Elements: commercially pure metal elements (>99.95 wt%) of Cr, Ni, Fe, and Nb, Temperature: 1100, Time: 24 hours, Cooling: water quenching",N/A,partially ordered Laves phase,Mixed Solution
2205,10.1016-j.jallcom.2023.170905.txt,10.1016-j.jallcom.2023.170905.txt,CrFeNiNb,2,C15 (cubic) Laves + FCC,Experimental,"vacuum arc melting, Elements: commercially pure metal elements (>99.95 wt%) of Cr, Ni, Fe, and Nb, Temperature: 1100, Time: 24 hours, Cooling: water quenching",N/A,partially ordered Laves phase,Mixed Solution
2205,10.1016-j.jallcom.2023.170905.txt,10.1016-j.jallcom.2023.170905.txt,CrFeNiNb,2,C15 (cubic) Laves + FCC,Experimental,"vacuum arc melting, Elements: commercially pure metal elements (>99.95 wt%) of Cr, Ni, Fe, and Nb, Temperature: 1100, Time: 24 hours, Cooling: water quenching",N/A,partially ordered Laves phase,Mixed Solution
2205,10.1016-j.jallcom.2023.170905.txt,10.1016-j.jallcom.2023.170905.txt,CrFeNiNb,2,C15 (cubic) Laves + FCC,Experimental,"vacuum arc melting, Elements: commercially pure metal elements (>99.95 wt%) of Cr, Ni, Fe, and Nb, Temperature: 1100, Time: 24 hours, Cooling: water quenching",N/A,partially ordered Laves phase,Mixed Solution
2206,10.1016-j.vacuum.2024.113058.txt,10.1016-j.vacuum.2024.113058.txt,CrFeNiAlTi,4,BCC + FCC + L12 (Intermetallic) + CrFeNiAlTi,experimental,"Not explicitly stated, Temperature: Not specified, Time: Not specified",N/A,Partially ordered structure with L12 nanoprecipitates,Mixed Solution
2207,10.1016-j.jallcom.2021.162060.txt,10.1016-j.jallcom.2021.162060.txt,AlCoCrFeNi,3,FCC + complex structure + primitive cubic B2,experimental,"gas atomization, Cooling rate: 10^4-10^6 K/s, Particle size: 10-45 µm and <32 µm",N/A,Partially ordered structure in B2 phase,Mixed Solution
2208,10.1016-j.jallcom.2021.160020.txt,10.1016-j.jallcom.2021.160020.txt,TiZrNb,1,BCC,experimental,"arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Single Solid Solution
2209,10.1016-j.msea.2022.143166.txt,10.1016-j.msea.2022.143166.txt,CoCrFeNi,1,FCC,experimental,"vacuum levitation melting, Material form: rod shape with 10 mm diameter, Cooling method: levitation melting in a vacuum environment",N/A,None,Single Solid Solution
2210,10.1016-j.mtcomm.2023.105414.txt,10.1016-j.mtcomm.2023.105414.txt,FeNiCrCoCu,1,FCC,Experimental,"Not explicitly stated, typically vacuum arc melting or powder metallurgy, Temperature: Not specified, Pressure: Not specified, Time: Not specified",N/A,None,Single Solid Solution
